"","codmpio","Municipio","Depto","subregion","CTEP","nbi","iga_total","desemp_fisc","GAI","conflict_index","acciones_belicas","secuestro","ataques","ase_desap","coca","mineria_ilegal","pob_censo2018_2023","pob_rural_censo2018_2023","part_senado_urbano","part_camara_urbano","part_senado_rural","part_camara_rural","secciones_rurales","RAP"
"508",68655,"Sabana de Torres","Santander","Magdalena Medio",0,41.7064170837402,59.4951044519632,68.3102041633794,1,1.64429136958663,82,50,0,657,0,0,23461,6720,42.7463850837139,42.7368721461187,0,0,2,"RAP Gran Santander"
"509",5579,"Puerto Berrío","Antioquia","Magdalena Medio",0,39.2650413513184,70.298331808931,60.3665512823053,2,1.34453561476281,51,35,0,1530,0,116.45,31107,4067,31.7300498753117,31.7269326683292,37.1390493114171,37.272323411817,3,"RAP del Agua y la Montaña"
"510",81591,"Puerto Rondón","Arauca","Llanos Orientales",0,54.4810180664062,66.1223009912147,65.9608543185546,20,1.75143733576916,35,11,3,150,0,0,3483,1147,44.9002528800225,44.9002528800225,58.843537414966,58.843537414966,3,"RAP Llanos"
"511",76606,"Restrepo","Valle del Cauca","Centro Del Valle",0,29.7907238006592,63.8629092806285,59.3087767224137,2,-0.520737073761175,31,10,0,95,0,0,11160,3648,42.9576126211747,42.6915035164417,38.7561867871745,37.5080697224016,3,"RAP Pacífico"
"512",66456,"Mistrató","Risaralda","Eje Cafetero",0,52.5565376281738,66.6583208560132,59.4529530216511,2,1.79598683622036,63,20,15,288,0,0,10213,6643,48.6070736434108,48.5949612403101,52.2900763358779,52.4491094147583,3,"RAP Eje Cafetero"
"513",19075,"Balboa","Cauca","Patia",1,58.1362266540527,58.1977661997346,52.3687468137281,23,-0.280329549949655,33,16,1,136,561.5,0,15982,12166,40.868426794676,40.9447959851626,43.711861884209,43.7416282184849,2,"RAP Pacífico"
"514",5240,"Ebéjico","Antioquia","Occidente Antioqueño",0,44.6907539367676,67.9593982190126,58.9056473840663,2,-0.354481602711526,0,7,0,130,0,0,9811,7409,30.6793770139635,30.6525241675618,37.2631060792518,37.1646566576421,2,"RAP del Agua y la Montaña"
"515",13760,"Soplaviento","Bolívar","Canal Del Dique",0,51.3135108947754,46.2766057647053,49.9393672745489,0,-0.94817107258197,0,0,0,7,0,0,8052,117,69.2819953989587,69.3667514226904,0,0,1,"RAP Caribe"
"516",86571,"Puerto Guzmán","Putumayo","Medio Putumayo",1,99.0406723022461,56.1989068004356,60.2205959358129,35,0.451332693989093,40,44,0,473,1457.47,228.21,23354,19788,37.9103967168263,37.8248974008208,45.8793872406438,45.8793872406438,1,"RAP Amazonia"
"517",15621,"Rondón","Boyacá","Altiplano Cundiboyacense",0,42.3822898864746,50.8069934805078,54.8460673850068,0,-0.979425260374443,0,0,0,1,0,0,1740,1279,52.1984216459977,52.1984216459977,61.0136452241715,61.0136452241715,1,"RAP (E) Central"
"518",13062,"Arroyohondo","Bolívar","Canal Del Dique",0,67.8015823364258,61.5357016793098,53.9046773524376,1,-0.844952041704932,0,1,0,22,0,0,6086,2717,64.3735920984231,64.2696239819789,72.2571111932028,71.9615810860731,2,"RAP Caribe"
"519",47245,"El Banco","Magdalena","Sur De Magdalena",0,62.1208038330078,47.0191633015879,57.5515813461082,3,-0.582859995145413,13,28,0,346,0,0,46537,17866,48.6910655923373,48.7040093194835,59.1491448537976,59.2594862992705,4,"RAP Caribe"
"520",47258,"El Piñon","Magdalena","Cienaga Grande De Santa Marta",0,58.9670906066895,52.9008066395405,54.4010719187992,0,-0.596583742981005,3,7,0,133,0,0,17029,11960,52.6185488478385,50.8474576271186,63.0386052303861,62.9514321295143,2,"RAP Caribe"
"521",68673,"San Benito","Santander","Provincia De Velez",0,33.8964080810547,66.1959138672812,60.3488521677548,0,-0.748364508139089,7,0,0,26,0,0,2325,2015,54.0601930721181,54.1737649063032,58.0547112462006,58.0547112462006,2,"RAP Gran Santander"
"522",81794,"Tame","Arauca","Sarare",1,74.2029418945312,67.0388698913658,65.4810299465701,81,6.09098438996928,633,191,0,1681,0,0,32861,12813,48.6366760864584,48.6214007484916,45.9014142523685,45.8876836468488,5,"RAP Llanos"
"523",73408,"Lérida","Tolima","Norte Del Tolima",0,26.9435138702393,63.9142713386401,61.3999338313367,0,0.00700239442935904,9,51,0,242,0,0,14121,3386,47.6547987616099,46.5789473684211,49.520233625365,49.5619524405507,3,"RAP (E) Central"
"524",5789,"Támesis","Antioquia","Suroeste Antioqueño",0,28.9553871154785,60.00729341327,58.0138240112606,0,-0.0106987456700964,23,12,0,209,0,0,13118,6443,43.031968031968,43.1152181152181,48.1640625,48.4375,5,"RAP del Agua y la Montaña"
"525",15660,"San Eduardo","Boyacá","Altiplano Cundiboyacense",0,38.983829498291,65.203486886548,57.4435106085614,0,0.258587731568945,4,6,0,28,0,0,1302,693,54.1666666666667,54.1666666666667,0,0,2,"RAP (E) Central"
"526",5364,"Jardín","Antioquia","Suroeste Antioqueño",0,31.1901054382324,66.9289057541164,61.7964156826003,1,1.3063380292103,22,120,0,226,0,0,11818,4746,45.1319849160096,45.1748371614673,39.5588235294118,39.7058823529412,4,"RAP del Agua y la Montaña"
"527",15686,"Santana","Boyacá","Altiplano Cundiboyacense",0,36.498950958252,56.3142546269424,64.4598324466722,0,-0.854449105585374,0,3,0,13,0,0,5662,3537,50.4682322431926,50.4682322431926,0,0,3,"RAP (E) Central"
"528",17541,"Pensilvania","Caldas","Eje Cafetero",0,30.53076171875,61.7533481676789,61.0358894016487,0,1.57005033261478,44,40,16,312,0,0,14763,7976,50.2979092189362,50.2870761564294,51.0304480787129,51.0304480787129,4,"RAP Eje Cafetero"
"529",50606,"Restrepo","Meta","Piedemonte Llanero",0,26.9975414276123,64.5926343239716,65.4119721312553,0,0.191291845111133,31,33,0,116,0,0,13762,4690,48.5776946397471,49.1517770754048,0,0,3,"RAP (E) Central"
"530",73411,"Líbano","Tolima","Norte Del Tolima",0,29.6552486419678,58.1646970425309,59.7741484233621,1,0.0521878583903417,82,44,0,320,0,0,27419,9133,41.2243710920459,41.2461829286026,43.4143781703691,43.4143781703691,2,"RAP (E) Central"
"531",54245,"El Carmen","Norte de Santander","Catatumbo",1,69.0070037841797,67.4921818704033,60.506057203938,20,2.44985938497209,24,215,3,275,887.6,0,9086,7201,47.0294426919033,47.2397476340694,46.56229825694,46.4977404777276,3,"RAP Gran Santander"
"532",5425,"Maceo","Antioquia","Nordeste Antioqueño",0,40.9128341674805,59.4995515300972,63.0622486500077,0,4.28433407838572,28,139,0,300,0,0,6035,3340,39.6386822529224,39.6209705986539,43.6792916871618,43.6792916871618,4,"RAP del Agua y la Montaña"
"533",25781,"Sutatausa","Cundinamarca","Altiplano Cundiboyacense",0,36.1775436401367,64.6755068145944,62.6586758189162,0,-1.02402435125093,NA,NA,NA,NA,0,0,4749,2784,49.0812830893803,49.112426035503,51.5274949083503,51.5274949083503,2,"RAP (E) Central"
"534",54250,"El Tarra","Norte de Santander","Catatumbo",1,80.0335540771484,59.0061678971245,61.5218169610697,34,2.5040867523064,104,42,1,450,6248.08,0,12986,7017,33.4563612679114,33.5323491098567,35.4381443298969,35.5240549828179,1,"RAP Gran Santander"
"535",54261,"El Zulia","Norte de Santander","Area Metropolitana De Cucuta",0,49.0737762451172,71.9457318557898,58.3871424600951,13,0.597060244803725,67,42,0,375,220.16,0,20275,7347,55.1462300527971,55.2233493504182,61.3785845830045,61.4312023151802,6,"RAP Gran Santander"
"536",19100,"Bolívar","Cauca","Patia",0,65.2414093017578,62.246505394,58.6603855263089,14,-0.00890320016460518,63,59,0,259,194.88,44.06,28910,25364,35.9286813750641,36.0184710107748,44.0924766892323,44.0371269212756,2,"RAP Pacífico"
"537",50680,"San Carlos de Guaroa","Meta","Piedemonte Llanero",0,40.2221221923828,59.9820132734657,68.6301153421714,1,-0.331038799136748,26,8,0,60,0,0,8574,4156,51.4608099939553,51.4406608905904,57.3197152584339,57.3816155988858,2,"RAP (E) Central"
"538",27205,"Condoto","Chocó","Valle De San Juan",1,81.4007263183594,44.2661514598255,59.3663071289539,3,-0.625628129519929,10,5,0,74,20.92,1415.48,8224,1999,47.5347959424393,47.8768577494692,63.0655586334257,64.3120960295475,3,"RAP Pacífico"
"539",66001,"Pereira","Risaralda","Eje Cafetero",0,18.0319366455078,76.0868715936821,72.3607055304802,3,-0.87614869282638,23,40,0,559,0,0,384416,56698,48.5258831370806,48.6180848700289,51.1644105969491,51.3687338921266,14,"RAP Eje Cafetero"
"540",41298,"Garzón","Huila","Sur Del Huila",0,33.7131843566895,55.846492216945,64.8415993967642,1,-0.125005609773263,23,20,7,172,0,0,51139,23470,49.6642594704168,49.7884201190929,48.7213599408721,48.6326681448633,4,"RAP (E) Central"
"541",63594,"Quimbaya","Quindío","Eje Cafetero",0,28.6627559661865,62.9058562042625,64.3968536923189,0,-1.01024964177369,0,5,0,64,0,0,25037,4247,52.8050713153724,52.8085930621588,56.8763326226013,57.0362473347548,5,"RAP Eje Cafetero"
"542",18001,"Florencia","Caquetá","Florencia Y Area De Influencia",1,30.3937225341797,72.645093324228,65.9294006190578,8,1.26977508143691,181,236,0,1946,41.84,0,125243,13952,47.389519817736,47.4895215568966,40.6341259908219,40.6341259908219,12,"RAP Amazonia"
"543",5660,"San Luis","Antioquia","Oriente Antioqueño",0,44.4641265869141,71.9461038967855,62.3555850805279,1,9.11688235017611,218,283,11,761,9.12,0,9179,3342,39.1608391608392,39.1108891108891,41.2055335968379,41.2714097496706,2,"RAP del Agua y la Montaña"
"544",25785,"Tabio","Cundinamarca","Altiplano Cundiboyacense",0,16.9124202728271,75.7037964098883,70.996920692487,0,-0.976607562430286,0,4,0,7,0,0,19498,11980,53.3263693934844,53.1957955213162,0,0,2,"RAP (E) Central"
"545",25793,"Tausa","Cundinamarca","Altiplano Cundiboyacense",0,32.2978210449219,68.4130409475513,65.2594880509764,0,-0.849214174030419,16,1,0,4,0,0,6320,4695,45.1842154479147,45.1842154479147,52.1951219512195,52.1951219512195,1,"RAP (E) Central"
"546",66572,"Pueblo Rico","Risaralda","Eje Cafetero",0,52.9059524536133,58.7566803888119,57.5308936140653,10,0.935716934312177,125,36,0,163,0,0,8715,6242,41.1065725956183,41.1065725956183,52.4189646831156,52.3463957426222,2,"RAP Eje Cafetero"
"547",8675,"Santa Lucía","Atlántico","Canal Del Dique",0,63.6559295654297,33.0890268038501,53.315224741588,0,-0.923578918018787,2,0,0,9,0,0,11653,1685,67.0136762604613,66.8605837926107,72.2276741903827,73.1108930323847,2,"RAP Caribe"
"548",15740,"Siachoque","Boyacá","Altiplano Cundiboyacense",0,44.9045791625977,63.6619801420539,58.9282987527991,0,-0.963678855294268,2,0,0,3,0,0,4464,3544,52.0396912899669,51.9609387305087,0,0,2,"RAP (E) Central"
"549",25797,"Tena","Cundinamarca","Altiplano Cundiboyacense",0,29.8924751281738,67.5074401976354,66.2364831646229,0,-0.96150815086903,1,1,0,5,0,0,8596,7229,47.753659767794,47.8293791014639,46.8711147948612,46.8711147948612,1,"RAP (E) Central"
"550",73443,"Mariquita","Tolima","Norte Del Tolima",0,28.8507232666016,74.4399756051512,67.4234455594954,1,-0.522198715455066,6,24,0,309,0,0,28836,7057,40.1848909432327,40.1812797919977,42.7184466019417,43.4119278779473,4,"RAP (E) Central"
"551",5197,"Cocorná","Antioquia","Oriente Antioqueño",0,47.7052803039551,65.0147490901496,57.0342312639938,0,6.17394699101313,148,297,4,785,0,0,11014,5542,48.8376488376488,48.5163485163485,43.001497005988,43.001497005988,3,"RAP del Agua y la Montaña"
"552",76377,"La Cumbre","Valle del Cauca","Sur Del Valle",0,23.511157989502,58.2251398047494,59.8072555120951,1,-0.785583973133867,5,4,0,63,0,0,12844,10277,41.097372488408,41.2828438948995,48.6053955189758,48.3158055174516,2,"RAP Pacífico"
"553",52256,"El Rosario","Nariño","Patia",1,92.3473205566406,57.8474988444786,58.2816297093523,9,-0.0826292629132545,23,10,0,145,1576.82,0,9233,7892,48.5041374920433,48.5996180776575,52.2636103151862,52.4355300859599,3,"RAP Pacífico"
"554",15673,"San Mateo","Boyacá","Altiplano Cundiboyacense",0,49.5655746459961,60.9944460646513,57.745842024367,0,-0.740839782736972,2,2,0,18,0,0,2341,1471,48.7503763926528,48.8105992171033,47.0059880239521,47.0059880239521,2,"RAP (E) Central"
"555",50689,"San Martín","Meta","Piedemonte Llanero",0,29.3220520019531,69.2154611073003,68.1947005107363,6,1.22798917739502,105,53,0,526,0,0,18841,4800,53.1628689047371,53.1454745752885,48.9256198347107,48.9256198347107,4,"RAP (E) Central"
"556",52258,"El Tablón de Gómez","Nariño","Norte De Nariño",0,59.1450347900391,65.5722315503099,62.5040107305427,0,1.89555409138161,13,246,0,28,0,0,10891,9661,69.3740685543964,69.4237456532538,72.808764940239,72.7803073420603,1,"RAP Pacífico"
"557",17614,"Riosucio","Caldas","Eje Cafetero",0,51.4622192382812,71.1990934600434,63.9079052533622,1,0.213425417183802,49,96,3,361,0,0,39253,22654,50.8601676224085,50.9524000481213,58.0363000218675,58.0363000218675,2,"RAP Eje Cafetero"
"558",52260,"El Tambo","Nariño","Centro De Nariño",0,63.9960632324219,55.973049589868,58.6680449908714,0,-0.967075229478233,0,2,0,27,115.58,0,10834,6850,59.4333996023857,57.544731610338,70.3536493604214,70.2784048156509,3,"RAP Pacífico"
"559",86755,"San Francisco","Putumayo","Alto Putumayo",0,51.7916641235352,54.3912793236427,56.381738974986,0,-0.7222401501592,5,9,2,8,0,0,4212,1672,62.3777276147479,62.3777276147479,74.7747747747748,74.9034749034749,2,"RAP Amazonia"
"560",52520,"Francisco Pizarro","Nariño","Anden Pacifico Sur",1,69.719352722168,55.285043815729,59.2421922403356,1,-1.02031789667266,1,2,0,12,501.53,0,9000,5644,NA,NA,NA,NA,2,"RAP Pacífico"
"561",44110,"El Molino","La Guajira","Serrania Del Perija",0,54.2219429016113,51.0729886113962,60.5940192247277,1,-0.499919013916526,15,10,0,44,0,0,5846,311,68.5966101694915,68.4610169491525,0,0,3,"RAP Caribe"
"562",73449,"Melgar","Tolima","Norte Del Tolima",0,25.7972068786621,69.8833740252674,71.8435138106777,0,-1.02388378509719,5,7,0,41,0,0,28220,5130,47.8846452414221,48.2068001863065,43.2829373650108,43.9308855291577,4,"RAP (E) Central"
"563",73461,"Murillo","Tolima","Norte Del Tolima",0,45.8248672485352,61.5126151982017,58.7639187491076,0,-0.342092439472888,22,11,0,31,0,0,2860,1561,35.5290611028316,35.7675111773472,47.7516059957173,47.7516059957173,2,"RAP (E) Central"
"564",13580,"Regidor","Bolívar","Magdalena Medio",0,66.7318878173828,42.3462774714326,49.3237617366789,0,-0.652439788055767,0,9,0,34,0,0,4602,1781,56.6321058276725,56.7393636038613,61.7647058823529,61.7647058823529,1,"RAP Caribe"
"565",70221,"Coveñas","Sucre","Morrosquillo Y Sabanas De Sucre",0,56.2022399902344,55.8367672551254,58.3539265599147,0,-0.977517054471207,4,1,0,30,0,0,14572,5646,57.8920890454031,58.0304364230914,64.9443561208267,64.9178590355061,2,"RAP Caribe"
"566",76616,"Riofrío","Valle del Cauca","Centro Del Valle",0,33.3299255371094,75.3445445983469,62.8191051949271,0,-0.169158643415158,36,20,0,159,0,0,11214,5728,44.7038370793493,44.7907612070036,44.7341643347749,44.7468837445942,4,"RAP Pacífico"
"567",20060,"Bosconia","Cesar","Sierra Nevada De Santa Marta",0,55.7733535766602,56.86293859951,62.8814170728375,3,0.278607775904591,20,71,0,546,0,0,29041,1822,50.873598331036,50.8810490630704,62.3028391167192,62.3028391167192,5,"RAP Caribe"
"568",19110,"Buenos Aires","Cauca","Norte Del Cauca",1,56.8387489318848,42.8596728805215,53.3834461577864,34,0.365959710437038,100,11,0,308,930.43,39.05,22446,21870,35.0170815031723,35.6515373352855,45.8694396302715,45.6053478583808,4,"RAP Pacífico"
"569",73483,"Natagaima","Tolima","Sur Del Tolima",0,51.8143844604492,61.7625166744494,58.9594186496601,0,-0.228351256146416,39,18,0,223,0,0,11168,4947,42.6139817629179,42.6823708206687,58.7708066581306,56.8501920614597,4,"RAP (E) Central"
"570",15753,"Soatá","Boyacá","Altiplano Cundiboyacense",0,46.913158416748,56.3583929133365,59.0493112882395,0,-0.982700780080151,0,0,0,3,0,0,6882,1896,54.5514861995754,54.5647558386412,0,0,4,"RAP (E) Central"
"571",68679,"San Gil","Santander","Provincia De Guanenta",0,16.0118179321289,71.3521441735085,72.7679476438941,2,-1.02624332516572,8,4,0,32,0,0,45852,5638,51.2388528577219,51.1375152006486,53.0010718113612,53.1618435155413,4,"RAP Gran Santander"
"572",63548,"Pijao","Quindío","Eje Cafetero",0,25.2622261047363,61.1149112798189,56.0837482762132,0,-0.341258610291134,53,2,0,40,0,0,3972,1573,50.9782207456626,50.9966777408638,47.667638483965,47.8134110787172,2,"RAP Eje Cafetero"
"573",27135,"El Cantón del San Pablo","Chocó","Valle De San Juan",0,64.6223220825195,56.8767843503161,53.1263027900907,0,-0.704271876271327,9,5,0,21,19.22,5597.92,4022,2361,51.3152400835073,52.1503131524008,51.6469594594595,56.3344594594595,1,"RAP Pacífico"
"574",13655,"San Jacinto del Cauca","Bolívar","La Mojana",0,90.4276885986328,36.5283736152922,52.8398792447218,1,-0.626637732441933,0,8,0,61,168.98,16.22,7093,5414,51.6442953020134,51.7114093959732,58.4203821656051,58.343949044586,3,"RAP Caribe"
"575",68682,"San Joaquín","Santander","Provincia De Guanenta",0,50.7490539550781,60.288452144727,55.881072059169,0,-1.12585743777227,0,0,0,1,0,0,1628,938,55.2078676799285,55.2525704067948,0,0,2,"RAP Gran Santander"
"576",19130,"Cajibío","Cauca","Norte Del Cauca",1,61.8798789978027,70.1152566820396,58.6468046134674,14,0.523580342268637,89,61,4,160,325.62,0,30948,29699,43.8620274137671,43.9072149420093,44.898315948954,44.8516986189616,4,"RAP Pacífico"
"577",52287,"Funes","Nariño","Sur De Nariño",0,55.0696907043457,64.483944819092,59.6033358467884,0,-0.447810854310318,0,11,4,11,0,0,5504,3153,59.7076023391813,59.9122807017544,62.666076173605,62.7103631532329,1,"RAP Pacífico"
"578",19137,"Caldono","Cauca","Norte Del Cauca",1,79.8007583618164,56.5977874387663,53.9264683641608,49,0.389325070128385,94,20,5,77,66.11,0,27230,26080,47.3124461052026,47.2980741592412,45.7001102535832,45.7138919514884,3,"RAP Pacífico"
"579",52317,"Guachucal","Nariño","Sur De Nariño",0,63.0485992431641,66.8994152404809,63.2020970646713,3,-0.89878983720384,10,9,0,11,0,0,15178,12781,48.8412852969815,48.8997078870497,60.9149676777723,60.5420188960716,3,"RAP Pacífico"
"580",15757,"Socha","Boyacá","Altiplano Cundiboyacense",0,30.709342956543,55.2733673464997,63.3227481854016,0,-0.5458935196449,33,6,0,10,0,0,5795,2590,41.1975435005118,41.2316615489594,51.8796992481203,51.8796992481203,3,"RAP (E) Central"
"581",52320,"Guaitarilla","Nariño","Centro Occidente De Nariño",0,71.6851425170898,68.9218004332663,60.1809469181249,0,-0.985883648512042,12,1,0,1,0,0,8890,5487,56.9267201683989,56.8346270227602,57.8448786264062,57.7560686796921,3,"RAP Pacífico"
"582",15755,"Socotá","Boyacá","Altiplano Cundiboyacense",0,68.442756652832,57.4016195616483,60.168628744685,3,-0.484239654628628,39,5,0,22,0,0,4959,3798,42.0392335766423,42.0392335766423,47.9524438573316,48.0184940554822,4,"RAP (E) Central"
"583",15759,"Sogamoso","Boyacá","Altiplano Cundiboyacense",0,15.3910970687866,69.71630193609,72.2657062268234,0,-0.859860723588742,5,52,0,67,0,0,100924,10492,54.7488735025827,54.7279920870425,50.5813953488372,50.5813953488372,7,"RAP (E) Central"
"584",54313,"Gramalote","Norte de Santander","Provincia De Ricaurte",0,37.439136505127,54.7430892286473,55.8967634885794,0,-0.842002367484222,9,0,0,23,0,0,5911,3673,52.3412601127727,52.3167443000735,69.2941176470588,69.7647058823529,2,"RAP Gran Santander"
"585",50683,"San Juan de Arama","Meta","Ariari Guayabero",0,55.0491065979004,68.2237206390457,65.0350800590776,3,3.10184797873026,113,46,0,446,15.7,0,6404,3158,44.3169747185044,44.295729764181,48.0086893555395,47.9362780593773,3,"RAP (E) Central"
"586",17616,"Risaralda","Caldas","Eje Cafetero",0,28.5736045837402,59.3124013336319,60.2121371906196,0,-0.17438861345694,12,18,2,58,0,0,8136,4276,45.6182336182336,45.7549857549858,36.2405200433369,36.1321776814735,1,"RAP Eje Cafetero"
"587",5659,"San Juan de Urabá","Antioquia","Uraba",0,83.6450042724609,73.5811676413893,53.8877944577034,0,-0.42950550777557,9,22,0,150,0,0,13069,7663,39.7299903567985,39.7589199614272,45.8552631578947,45.9736842105263,2,"RAP del Agua y la Montaña"
"588",19142,"Caloto","Cauca","Norte Del Cauca",1,44.8011169433594,64.3600962406072,67.0724147825756,47,0.925334195456709,108,43,1,213,8.06,0,21804,17995,51.4063549966401,51.5791494672171,56.3808065339459,56.8657478305258,1,"RAP Pacífico"
"589",25815,"Tocaima","Cundinamarca","Suroccidente De Cundinamarca",0,36.0875015258789,65.0592912163346,64.9932507383099,0,-0.752536817491813,3,12,0,50,0,0,14077,4686,42.0436570705473,42.1781081936096,40.7624633431085,40.7624633431085,4,"RAP (E) Central"
"590",27245,"El Carmen de Atrato","Chocó","Atrato",0,38.5171089172363,64.4073047910361,55.966855116236,11,2.62349970619054,116,64,13,224,0,0,5658,3849,41.6125860373648,41.7895771878073,47.6495726495726,48.0769230769231,2,"RAP Pacífico"
"591",15761,"Somondoco","Boyacá","Altiplano Cundiboyacense",0,36.9076881408691,55.6410376945862,60.5852999878574,0,-0.84295689248134,0,1,0,10,0,0,2386,1813,45.9970348406227,45.9970348406227,0,0,1,"RAP (E) Central"
"592",25817,"Tocancipá","Cundinamarca","Altiplano Cundiboyacense",0,23.028507232666,78.8868655757332,81.3656034991522,0,-1.01333852178645,0,1,0,2,0,0,34860,18309,58.1094642581442,58.086305388297,0,0,3,"RAP (E) Central"
"593",50686,"San Juanito","Meta","Piedemonte Llanero",0,23.2893447875977,54.3857106027861,60.3440694557877,0,-0.209157192337902,46,3,0,12,0,0,831,387,50.5355404089581,50.4381694255112,63.2786885245902,63.2786885245902,1,"RAP (E) Central"
"594",76622,"Roldanillo","Valle del Cauca","Norte Del Valle",0,23.2240467071533,62.4803709082027,61.3954400279974,0,-0.860632897479885,0,12,0,163,0,0,27764,6374,52.1111839782071,52.2171215255007,56.5298100021839,56.6608429788163,4,"RAP Pacífico"
"595",27250,"El Litoral del San Juan","Chocó","Valle De San Juan",1,88.911506652832,53.7991892286404,59.3714048173686,39,-0.904044471930721,2,0,0,29,63.54,0,13184,12299,44.5822994210091,44.5822994210091,52.6778577138289,53.0575539568345,1,"RAP Pacífico"
"596",85410,"Tauramena","Casanare","Piedemonte Llanero",0,39.4883422851562,70.1942054928153,72.9079851999327,1,0.553332180482256,67,50,0,318,0,0,17250,6173,61.3342898134864,60.8177905308465,68.0163599182004,67.6073619631902,5,"RAP Llanos"
"597",86757,"San Miguel","Putumayo","Bajo Putumayo",1,69.4607849121094,46.6648290065935,59.5547489468994,11,3.66437070531918,109,50,24,766,4106.15,0,13348,9439,38.2189844514516,38.2733500054366,35.8219669777459,35.8219669777459,1,"RAP Amazonia"
"598",41306,"Gigante","Huila","Centro Del Huila",0,33.8260459899902,67.0969123418695,64.3311833153995,1,-0.0468962150461654,51,21,3,155,0,0,17425,10358,45.9909228441755,45.9909228441755,49.2710120068611,49.2995997712979,3,"RAP (E) Central"
"599",5400,"La Unión","Antioquia","Oriente Antioqueño",0,23.4945507049561,69.6922897734504,64.8433984574369,0,2.1499718748806,60,183,0,412,0,0,17260,5856,49.9134306208261,49.9938164729162,43.9878234398782,43.9878234398782,4,"RAP del Agua y la Montaña"
"600",44279,"Fonseca","La Guajira","Sierra Nevada De Santa Marta",1,45.4634552001953,57.1840898563909,58.1022045727531,3,-0.245029098806067,13,34,0,340,0,0,29938,3449,49.7600438776909,49.4720965309201,66.0107666604789,65.3053647670317,2,"RAP Caribe"
"601",5541,"Peñol","Antioquia","Oriente Antioqueño",0,24.6109313964844,74.6289663623613,65.9298693550883,0,0.852163987894825,35,41,0,366,0,0,16954,7285,43.9606045589693,43.9358275520317,0,0,1,"RAP del Agua y la Montaña"
"602",5576,"Pueblorrico","Antioquia","Suroeste Antioqueño",0,34.2215805053711,60.7896062564705,56.0567087882812,0,-0.0393164096427865,6,1,0,136,0,0,6654,2723,41.7712787970755,41.74368878466,0,0,2,"RAP del Agua y la Montaña"
"603",18410,"La Montañita","Caquetá","Florencia Y Area De Influencia",1,67.2153701782227,71.298213796995,61.8287657446829,8,1.55800364740596,121,55,1,522,694.79,0,9341,7322,36.5668016194332,36.7449392712551,39.2493511678978,39.2693152325814,3,"RAP Amazonia"
"604",20175,"Chimichagua","Cesar","Serrania Del Perija",0,70.765266418457,50.0094980297582,56.5158302592219,3,-0.439763236290715,6,26,1,187,0,0,23434,13890,42.9750154225787,43.8926588525601,54.1778493469315,53.6679191268563,4,"RAP Caribe"
"605",73504,"Ortega","Tolima","Sur Del Tolima",0,67.9178619384766,68.2458692473805,63.2348501828789,0,-0.553601647563485,38,18,0,141,0,0,23679,18176,40.1618363471225,40.1453224341508,52.6360043723199,52.6360043723199,4,"RAP (E) Central"
"606",15762,"Sora","Boyacá","Altiplano Cundiboyacense",0,39.9287643432617,62.200634290171,58.9771875204964,0,-0.979480331409235,0,0,0,1,0,0,2146,1715,59.0545177277926,59.0926420129623,0,0,2,"RAP (E) Central"
"607",17524,"Palestina","Caldas","Eje Cafetero",0,31.2179412841797,65.9867639976652,64.8156477193843,0,-0.823279205431698,0,1,0,60,0,0,11876,7251,46.9401787760715,47.0662388264955,49.4245625098534,49.6925744915655,2,"RAP Eje Cafetero"
"608",41319,"Guadalupe","Huila","Sur Del Huila",0,42.3139762878418,69.3015026940703,62.7444863204532,0,-0.781753617324091,11,8,0,50,0,0,12222,8434,47.0359392367544,47.0452019266395,52.892131318395,52.892131318395,1,"RAP (E) Central"
"609",15764,"Soracá","Boyacá","Altiplano Cundiboyacense",0,45.1657905578613,64.9065049910906,60.7479947404742,0,-0.996791461062978,NA,NA,NA,NA,0,0,4096,2936,57.2851346366654,57.3404647731464,0,0,4,"RAP (E) Central"
"610",73520,"Palocabildo","Tolima","Norte Del Tolima",0,40.2290458679199,58.632272547279,58.1775048056907,0,-0.453008360132698,7,9,0,92,0,0,6880,4588,44.1517386722866,44.1517386722866,0,0,1,"RAP (E) Central"
"611",68686,"San Miguel","Santander","Provincia De Garcia Rovira",0,59.2606964111328,67.6384397849422,58.685808294357,0,-0.953124740144885,8,1,0,4,0,0,1832,1290,42.3197492163009,42.3197492163009,49.5894909688013,49.5894909688013,3,"RAP Gran Santander"
"612",52323,"Gualmatán","Nariño","Sur De Nariño",0,37.0437355041504,75.4624765587001,60.5997011245642,0,-1.06833541211459,0,0,0,3,0,0,5609,3201,58.6395450568679,58.4864391951006,66.1237785016287,66.1237785016287,2,"RAP Pacífico"
"613",70233,"El Roble","Sucre","Morrosquillo Y Sabanas De Sucre",0,71.4006652832031,42.7494491813288,54.7092090235382,2,-0.553979157735287,6,5,0,89,0,0,7415,4296,70.4002013591744,70.5260508431915,74.5093346098612,74.3896601244615,2,"RAP Caribe"
"614",5347,"Heliconia","Antioquia","Occidente Antioqueño",0,36.8073806762695,66.6815659336089,60.169942590562,0,0.324140956311678,6,0,0,157,0,0,4404,2259,39.8763108362463,39.8763108362463,45.8350430857612,45.8760771440295,2,"RAP del Agua y la Montaña"
"615",52352,"Iles","Nariño","Sur De Nariño",0,51.8008766174316,66.3901624708401,57.3566705478729,0,-1.08403065689425,0,0,0,2,0,0,5715,4139,53.7546600390556,53.7546600390556,53.7147102526003,53.7147102526003,3,"RAP Pacífico"
