FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
04/09/2017,04,CONSEJO COMUNAL PRADO BRASILIA,calle 81 A # 50-36,SI,Regular,Bueno,Regular,No especifica,Bueno,buena,Bueno,"programas medio ambiente educación, prevención,tercera edad, recreación, deportes, madres comunitarias, ",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",brigadas de salud,talleres formativos.,actividades adultos mayores.,escuelas de futbol,recreando,campañas y brigadas de limpieza.,,talleres,,,16,Sí,10,septiembre de 2017,julio de 2012,a la fecha,15/08/2017,,,Sí,Sí,No,Sí,Empalme Parcial,SI,NO,SI,NO,NO,NO,SI,NO,Sí,mejorando las condiciones barriales y de aseso a los programas que realizan los particulares y la administración municipal.
14/09/2017,70,CORREGIMIENTO ALTAVISTA SECTOR SAN FRANCISCO,calle 18 cra 113 - 36,SI,No especifica,No especifica,No especifica,No especifica,No especifica,Realizan en las reuniones en una sala de oración del sector.,Regular,"Convocatorias en la comunidad para participar, jalonamiento en propuestas de vivienda, programación de eventos comunales.",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,NO,formulación y gestión de proyectos,SI,Sí,Mejorar condiciones Medioambientales,,,,,"Tardes recreativas para los niños, ",recolección de basuras y limpieza de cunetas,,,,,15,Sí,4,06 de mayo de 2017,,,13/08/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,NO,NO,NO,NO,NO,NO,Sí,Mejorando la calidad de vida de los vecinos.
18/10/2017,15,CRISTO REY,Cra 50e- n 2-sur 8,SI,Bueno,Bueno,No especifica,No especifica,No especifica,Iglesia cristiana.,Bueno,"Actividades de manualidades, deortivas ,culturales, semilleros curso de juzgamiento futbol sal, pedagogía y convivencia.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,NO,formulación y gestión de proyectos,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Campañas de salud visual.,Fotografía y audio visuales.,Música discapacidad activa.,Aeróbicos adultos. ,Clásico por la paz.,Cuidado de mascotas,Clásico por la paz.,Grupo de baile.,,,14,Sí,3,14 - 07 - 2006,12-10-2014,12- 10- 2014,12/10/2014,,,Sí,Sí,No,No,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"En el mejoramiento de la calidad de vida de los habitantes, después de la gestión para repavimentar la calle 3 sur."
20/09/2017,05,BARRIO ATANASIO GIRARDOT Y JUAN DEL CORRAL,cr 65 No 103 EE,SI,Regular,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"ACERCAMIENTO PARA DAR SOLUCIÓN A LAS PROBLEMÁTICAS DE LAS COMUNIDADES, DE LOS DISTINTOS SECTORES DEL BARRIO ATANASIO GIRARDOT   ",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,5,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.","JORNADAS DE VACUNACION, CON LA SECRETARIA DE LA SALUD",,,,,PROTECCIÓN Y MANTENIMIENTO DE LAS QUEBRADAS CON EL ÁREA METROPOLITANA ,,,,,14,Sí,5,17-05-2016,,,,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"A TRAVÉS DE LA SOLUCIÓN A LAS PROBLEMÁTICAS DEL SECTOR,  BASADAS EN LAS ACCIONES QUE SE DESARROLLAN EN LE TERRITORIO  "
02/09/2017,03,MARIA CANO CARAMBOLAS,Calle 93 D # 22 C 31 ,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestiones en temas ambientales, infraestructura, acueducto, salud, deporte y temas sociales",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de Salud ,Cursos Madres y Niños,Cursos y grupo de la 3ra edad ,"Torneos de ajedrez, porrismo, natación y tenis de mesa ",Recreocomuna y cuadra recreativa , sensibilizarnos en recolección de basuras ,,,,,15,Sí,4,Agosto 2016,Octubre 2016,Agosto 2017,07/05/2017,Junta Directiva ,28/05/2017,Sí,Sí,Sí,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,Con gestiones en varios ámbitos del desarrollo comunal 
26/09/2017,05,DE CASTILLA,CR 68 No95-35,SI,Regular,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"TRABAJO CON SEMILLEROS ARTÍSTICOS, GRUPOS DE ADULTO MAYOR, DIPLOMADOS DE CONVIVENCIA, DIPLOMADO EN DERECHOS HUMANOS,FERIA ARTESANAL CASTILLA  ",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",NO,No,NO,formulación y gestión de proyectos,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales","JORNADAS DE SALUD, DISCAPACIDAD",SE GESTIONAN BECAS CON EL PRESUPUESTO PARTICIPATIVO ,,,,,,SEMILLEROS ARTÍSTICOS ,,,11,No,No aplica,16-04-2016,,21-09-2017,,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,POLÍTICO Y SOCIAL MENTE CON LAS ACCIONES QUE SE REALIZAN CON LA JUNTA DE ACCIÓN COMUNAL 
14/09/2017,60,VEREDA LA CUCHILLA,Vereda la Cuchilla,NO,No especifica,Bueno,No especifica,No especifica,No especifica,Salon Capilla,Bueno,"Jornadas de limpieza, actividades recreativas, limpieza cunetas, asambleas informativas y de elecciones.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",´Promocion y prevencion,,"Actividades con el Campesino, jóvenes, niños y adulto mayor",,Semilleros infantiles,"Limpieza cuencas, convites limpieza basuras y residuos solidos",,Actividades ludicas con la biblioteca,Campesino,Actividades agrícolas con los acampesinos,15,Sí,4,16/04/2016,,30/04/2017,27/08/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"En el mejoramiento de calidad de vida del campesino promoviendo acciones a mejorar la infraestructura, condiciones medio ambientales y reconocimiento del campesino en procesos del agro"
27/09/2017,04,MORAVIA ORIENTE,carrera 58 # 85 b 19,SI,Regular,Bueno,Bueno,Bueno,No especifica,No especifica,No especifica,"semilleros, escuela de futbol,proceso comerciantes y venteros ambulantes.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,2,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",brigadas y campañas de salud.,talleres formativos.,actividades de integración adultos mayores.,escuela de futbol.,,campañas ambientales y de reciclaje.,,"activadades culturales,",,,15,Sí,4,junio de 2017,a la fecha.,junio de 2017,01/06/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,No,mejorando la condiciones físicas y de infraestructura barrial a si como el aseso de os habitantes a los programas que ofrece la alcaldía e medellin.
12/08/2017,80,DE SECTOR CENTRO - SAN ANTONIO DE PRADO,CALLE 41 SUR 81-37,SI,No especifica,Bueno,No especifica,Bueno,No especifica,MALL Cotrasana.,Bueno,Defensa del espacio público (del parque central).  Apoyo en el Desfile del festival internacional del FOLKLOR.  y relacionamiento con la JAL,NO,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Población en Situación de Discapacidad",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar el acceso a los derechos, Fortalecer la Convivencia",,,Coordinación con la policía.,,Aprovechamiento del del espacio público,Defensa del espacio público,,DESFILE DEL FESTIVAL Internacional del Folklor,PolicÍa Nacional,"Coordinación con la policía, en aspectos de Convivencia.",13,Sí,4,10.04.2016,julio 2017,Julio 2017,,,,Sí,No,No,Sí,Empalme Total,SI,SI,,NO,SI,NO,SI,SI,Sí,"Relacionamiento con la JAL, Casa de Gobierno, Policía nacional. y coordinación con otras corporaciones del corregimiento."
15/09/2017,05,DEL BARRIO CARIBE, calle 75 No 64c 16,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"se realizan acciones de acuerdo a las problemáticas presentadas en su momento por los habitamtes del barrio caribe, no se tiene un plan de trabajo establecido por necesidad.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,No,NO,formulación y gestión de proyectos,NO,Sí,Fortalecer la Convivencia,,,,,,,,,,,10,Sí,3,18-04-2016,,10-09-2017,01/05/2017,,,No,No,No,Sí,Empalme Parcial,SI,NO,NO,NO,NO,NO,NO,NO,Sí,manifiestan: incidir con las acciones que realizan en el territorio( no se encontro evidencia de lo expresado)
06/09/2017,14,LOMA DEL GARABATO,Calle 4 Sur #29-24,NO,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,Rinden informe de las actividades que realizan y los gastos de la junta,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,6,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Campañas Visuales, Ortodoncia,y vacunación",Apoyo a los estudianate de Educación Superior con el Aval y las Horas Sociales,,Los Torneos,Cuadras Recreaativas,La Huerta y Manejo de los Residuos ,,Danza y Manualidades,,,8,Sí,4,16 Abril de 2016,31 Agosto 2017,28 Agosto 2017,09/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,,SI,,SI,,,SI,Sí,A mejorar la Convivencia en la Comunidad
05/09/2017,03,EL BUEN PASTOR DEL BARRIO MANRIQUE CENTRAL,Carrera 43 # 66 E 03,SI,Bueno,Bueno,Bueno,No especifica,No especifica,Cancha ,Regular,"Acciones de confianza , compromiso y articulación con la comunidad ",SI,Sí,Sí,"Mujeres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,NO,Sí,"Promover la productividad y el emprendimiento., Fortalecer la Convivencia",Brigadas de Salud ,Esculita Divino Niño (niños especiales) se gestionan becas educativas ,Adulto Mayor ,"Torneos de futbol, ajedrez. tenis de mesa, porrismo y natación ","Recreocomuna, cuadra recreativa y recreación a discapacitados ",,,Danzas ,,,16,Sí,4,16/06/2016,01/09/2017,21/08/2017,19/08/2017,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"Inciden de manera social, recreativa, deportiva, cultural y humanitaria"
07/09/2017,13,EL CORAZÓN,Cra 119 - 34AC - 08 ,SI,Bueno,Bueno,No especifica,No especifica,No especifica,Buen estado ,Bueno,"""Eventos, convites, campañas pedagógicas de medio ambiente, juegos deportivos y reuniones sociales. ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Todas las actividades van  dirigidas a toda la comunidad,Articulación con el Inder ,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","“Actividades de cuidado del medio ambiente, convites etc.”",No refiere,Articulación con cultura en formación artística ,Ver todos los anteriores,Ver todos los anteriores,16,Sí,6,16/04/2016,08/02/2015,25/06/2016,04/03/2017,N/A,N/A,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""Mejorando la calidad de vida de los habitantes y afiliados, preocupados por la infraestructura del sector para ello se hace gestión"""
12/10/2017,70,VEREDA EL CORAZÓN SEC. TRAV. EL MORRO,vereda El Morro,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"convites de limpieza, capacitaciones de convivencia, agricultura, gestionan brigadas de salud e infraestructura, cine en el barrio.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","gestionan lentes, prótesis, vacunación, ","educación, nocturna, tecnica vocal",talleres con las tercera edad,torneos de fútbol,cine,convites de limpieza,talleres de convivencia.,"comparsas y chirimias, pintacaritas, ",,,15,Sí,3,,,,,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,NO,NO,NO,NO,NO,NO,Sí,mejoramiento en la calidad de vida de sus asociados.
14/09/2017,12,BARRIO EL DANUBIO,Carrera 92 N° 44 C - 15,SI,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Realización de la Navidad Comunitaria (natilla comunitaria), participación en las comisiones de Presupuesto Participativo para que la comunidad acceda a los proyectos que se sacan para la Junta en el PP.",NO,Sí,No,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,3,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Brigadas de promoción y prevención en salud, gestión y gestión de recursos para atender otros temas de salud","Promoción de las becas de Presupuesto Participativo y del fondo EPM, en el barrio el Danubio, realización del servicio social de los estudiantes beneficiarios de dichas becas",,,,"Promoción de las huertas comunitarias, la JAC lidera una huerta comunitaria",,Participación en el desfile de Silleteritos de la Floresta y actividades culturales,,,17,Sí,6,02/12/2016,28/08/2017,05/09/2017,18/07/2017,,,Sí,No,No,Sí,No Empalme,SI,NO,SI,NO,SI,SI,SI,SI,Sí,Mejorando la calidad de vida de la población
01/09/2017,90,VEREDA EL LLANO,vereda el llano,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"convites, informe de gestión, comunicaciones",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,4,NO,Sí,Mejorar condiciones Medioambientales,,,,,recreando con el INDER,Mantenimiento Pozos  septicos,,,,,13,Sí,2,14/02/2017,22/10/2010,,,,,Sí,Sí,No,Sí,Empalme Parcial,NO,NO,SI,SI,NO,SI,NO,NO,Sí,"desarrollando procesos de articulación con INDER, Medio ambiente, UMATA, ISVIMED"
15/09/2017,08,EL PACIFICO,Carrera 17A Nº 56H - 08 Interior 1242,NO,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestiones, asambleas, rendición de cuentas",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Jornadas de salud,Diagnostico escolar para jovenes,,,Recreando con los niños Inder,Sensibilizacion con el parque arvi,,,,,13,Sí,7,marzo 12/2017,"No tienen, se entablo denuncia",septiembre 8/2017,29/01/2017,,,Sí,Sí,Sí,Sí,No Empalme,SI,SI,SI,NO,SI,SI,SI,SI,Sí,Gestiones y acciones en pro de la comunidad
8/27/0017,13,BARRIO EL PESEBRE,Cra 81 No. 51B - 226,SI,Regular,No especifica,No especifica,No especifica,No especifica,"Regular la sede social, esta sede es propia y la Parroquia facilitó el espacio. ",Regular,"""Trabajo social con todas las poblaciones""",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Actividades dirigidas a toda la comunidad que realiza la JAC con diferentes programas de la Administración Municipal,Articulación con el Inder ,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","Actividades de cuidado del medio ambiente, convites etc.",No refiere,Articulación con cultura en formación artística,No refiere,Ver lo antes mencionado,14,Sí,4,01/07/2017,No existe y no les entregaron en el empalme,No existe y no les entregaron en el empalme,19/07/2017,Libro auxiliar y tesorería el cual se va a radicar ante la SPC,N/A,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,NO,SI,NO,NO,NO,NO,Sí,"""Realizando actividades y eventos en su territorio y mejorando la calidad de vida de los habitantes"""
16/09/2017,60,BARRIO EL PICACHO SECTOR CASAFINCAS,Calle 97 N° 90 11 Int. 108,NO,No especifica,No especifica,No especifica,No especifica,No especifica,Eco Parque,Bueno,"Asambleas, gestión ante las diferentes Secretarias para mejoramiento de infraesctructura, limpieza de escombros",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, campesino",SI,Sí,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos",,,,,,"Recuperación sendero ecológico los Chaverra, limpieza de escombros",,Gestión para declara patrimonio cultural la capilla de la UPB,,,16,Sí,5,22/05/2016,,31/01/2015,07/08/2017,,,Sí,No,Sí,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,En el mejoramiento de calidad del medio ambiente y en la generación de nuevas oportunidades para el campesino
20/08/2017,60,SAN VICENTE FERRER SECTOR LOMA HERMOSA,Vereda Paraiso 2,NO,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Convites para mantenimiento de vias, construcción parque infantil",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,No,SI,1,NO,No,Mejorar la Infraestructura,,,,,Parque recreativo para niños,,,,Infraestructura,mantenimiento de vias,14,No,No aplica,,31/07/2016,16/08/2017,31/07/2016,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,,,,,No,El técnico social no manifiesta observaciones.
16/09/2017,80,URBANIZACIÓN EL PORTÓN DEL LIMONAR,Carrera 55 Nro 56 Sur 27,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas de la JAC, Diálogos directos con la comunidad",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia","Informar a la comunidad sobre las ofertas de Ortodoncia, prótesis a la tercera dad y tamizajes de salud visual.  ",,prótesis a la tercera dad ,,,,,,ALUMBRADO PUBLICO,Mejoramiento del ALUMBRADO PUBLICO,14,Sí,3,20 de agosto del 2016,no hay,2006,20/08/2017,,,Sí,Sí,No,Sí,Empalme Parcial,,,,,,,,,Sí,"Mejoramiento de Vivienda, Cercamiento del parque."
28/09/2017,15,BARRIO EL RODEO,Cra 65-n 2a sur 30,NO,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Gimnasia con el inder, grupo de baile con la comunidad que quiera participar niños jóvenes adultos.",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,No,Promover la productividad y el emprendimiento.,Acompañamiento a campañas de salud.," Acompañamiento, Sapiencia becas a estudiantes.",,,,,,,,,15,Sí,1,30-10-2007,11-06--2013,11-06-2013,,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,NO,SI,Sí,"Con las diferentes actividades que se realizan en salud, educación,recreación."
26/09/2017,13,EL SOCORRO LOS ANGELES,Cl 48B No. 103B 59 Int. 116,SI,Bueno,No especifica,No especifica,No especifica,No especifica,"Buen estado, sin embargo se requieren mejoras por humedades ",Regular,"""Intentamos integrar la comunidad e informar a la comunidad en que se esta invirtiendo los recursos""",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Pomoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida,"Articulación con el Inder,  futbol y microfutbol","Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida, torneo de futbol y microfutbol.,  fiestas en fechas  conmemorativos","Actividades de cuidado del medio ambiente, convites etc",Se realiza mucho dialogo con la comunidad a pesar de ser un territorio tan conflictivo ...,Actividades propias con el comité de cultura,No,Ver las anteriormente mencionadas,10,Sí,"Se cuenta en el momento solo con 1 Comisión,  manifiesta lo siguiente "" la mayoría renunció por problemas ..."" ",15/04/2016,06/06/2016,06/07/2016,18/09/2017,Libro auxiliar contable,09/07/2017,Sí,No,No,Sí,Empalme Parcial,SI,NO,SI,SI,NO,NO,NO,NO,Sí,"""Con el apoyo para los proyectos que vienen a la comunidad, impulsando la educación, escuchando la comunidad y realizar gestión con las diferentes secretarias de la administración Municipal"""
15/10/2017,80,EL VERGEL CENTRO,Calle 48 sur # 64 22,SI,No especifica,Bueno,No especifica,No especifica,No especifica,PROROMERAL,Bueno,"Actividades deportivas, culturales, recreativos, ambientales, salud. siendo gestores ante otros entes",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",NO,No,SI,1,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",brigadas de salud,,,,torneos,"reciclaje, siembra de árboles, paisajismo",,niñez y tercera edad,,,17,Sí,6,,,,,,,Sí,No,No,No,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"priorización de proyectos de PP, Construcción de tejido social, Visibilización de la comunidad."
25/08/2017,08,BARRIO ENCISO,Carrera 29A Nº58-47,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas,festival con la comunidad,integración,convite,salidas recreativas,capacitaciones,día blanco",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1 Coordinador de medio ambiente,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud,Capacitaciones y fortalecimientos,,Justas deportivas,Salidas recreativas,Convites ambientales,Banda músico marcial,Banda músico marcial,Infraestructura,Obras de infraestructura,17,Sí,6,junio 28/2017,mayo 21/2015,julio 31/2017,22/07/2017,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Con las actividades que se desarrollan constantemente se busca mejorar la calidad de vida de la comunidad
09/11/2017,08,BARRIO ESFUERZO DE PAZ NO 2,Carrera 10 Nº 55 - 420 Interior 108,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,Articularse con otras organizaciones del sector para mejorar la calidad de vida,SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Afrodescendientes, Victimas del conflicto",NO,Sí,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, Victimas",Jornadas de salud,"Chicos desescolarizados, escuelas juveniles de musica, procesos de formacion, clases de ingles","Acompañamiento a victimas, escuela de genero y conflicto",Club de futbol las tinajas,"Ecoparque las tinajas, natilla comunitaria",Ecoparque las tinajas,"Acompañamiento a victimas, escuela de genero y conflicto","escuelas juveniles de musica, procesos de formacion, clases de ingles",,,11,No,No aplica,Abril 16 de 2016,No tienen libros,No tienen libros,07/04/2016,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,En medio de las dificultades se basan en diagnosticos para identificar las necesidades de la comunidad y buscar soluciones para mejorar constantemente la calidad de vida
06/09/2017,09,ETERNA PRIMAVERA,CR 16 # 32 - 14 ,SI,No especifica,Malo,No especifica,No especifica,No especifica,No especifica,No especifica,"ACTIVIDADES DE INTEGRACIÓN COMUNITARIA, BRIGADAS AMBIENTALES, GRUPO GESTORES DE CONVIVENCIA, ANÁLISIS DE PROBLEATICAS.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","PUNTOS ACTIVOS, ",,,CARATE,,"MESA AMBIENTAL, INTERVENCIÓN DE QUEBRADAS, PARQUE LINEAL ",,,,,17,Sí,5,,,,,,,Sí,No,Sí,Sí,No Empalme,,,,,,,,,Sí,"EN LA MEJORA EN TÉRMINOS DE: INFRAESTRUCTURA, MOVILIDAD, MEDIO AMBIENTE."
