FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
25/09/2017,13,BARRIO METROPOLITANO,Cra. 96 No. 49DB  55 -105,SI,Bueno,No especifica,No especifica,No especifica,No especifica,Buen estado,Bueno,"Homenaje a Nazareno Pérez, actividades culturales, actividades navideñas, recreaciones, asambleas, jornadas deportivas, niveleciones educativas etc. ",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Actividades de prevención y promoción de la salud, brigadas de salud",Clases de nivelación académica y formativa ,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida,Jornadas deportivas,Articulación con el Inder y jornadas propias de la JAC,Sencibilización del medio ambiente,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","""En esta se realizan varias actividades como: baile, música, teatro, cine foro etc, esta es una de las comisiones que no la han incluido en la Secretaria de Participación y es una de las comisiones que mas incidencia tiene en el territorio. ",Clases de nivelación académica- Formación,Todas las anteriormente enunciadas,14,Sí,5,16/04/2016,10/06/2016,22/09/2017,23/09/2017,N/A,N/A,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""Con el mejoramiento de la calidad de vida de sus habitantes, la inclusión y generando espacios de participación. "
15/09/2017,06,BARRIO MIRAMAR,Carrera 79 B # 92 -150,SI,Malo,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"Actividades= recreativas, fiesta de la familia, navidad comunitaria, día conmemorativos.",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","brigadas de salud (salud, ortondoncia preventiva, puentes, vacunas)",refuerzos primaria,,,"recreando, cuadra recreativa, recreocomuna, tomas recreativas","siembras, jornadas de aseo",,clases de danza y grupo de baile,,,15,Sí,5,,06-01-2017,11-09-2017,05/09/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"conocer y darle a conocer a la personas, somos el puente entre la comunidad y la administración."
14/10/2017,04,BARRIO MIRANDA,carrera 51 # 81 - 05,SI,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"semilleros, aerobicos,recreandos,manualidades,capacitaciones.",NO,No,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",brigadas de salud,capacitaciones,baile tercera edad.,torneos barrrial,"ciclovia,",,,,,,16,Sí,5,mayo de 2016,agosto de 2016,13 septiembre de 2017,07/12/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"mejorando las condiciones sociales del barrio y la inclusión social de todos los actores,mejorando la convivencia, la infraestructura y la ascesibilidad de todos los habitantes a los programas que ofrece la administración y otras entidades."
17/10/2017,02,BARRIO MOSCU NO. 1,Carrera 49 No. 99-08,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"EN LA SEDE FUNCIONAN 3 GRUPOS DE ADULTOS MAYORES, POBLACIÓN DE DISCAPACIDAD, SEMILLEROS INFANTILES, TALLER DE CUIDADORES, INDER, EVENTOS CON LOS RECREANDOS ",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",TALLERES DE SALUD,BECAS DE PRESUPUESTO PARTICIPATIVO,BONOS PARA FAMILIAS VULNERABLES,TORNEOS,RECREANDOS,RECUPERACIÓN Y LIMPIEZA DE QUEBRADAS,,GIRAS CULTURALES,,,15,Sí,4,16 DE ABRIL DE 2016,"NO SE PRESENTA, SE INFORMA QUE ESTA CON LLAVE",NO SE PRESENTA SE INFORMA QUE ESTA CON LLAVE,,EL LIBRO DE ACTAS NO SE PRESENTA ,,Sí,Sí,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"CON LA COLABORACIÓN CONTINUA CON LA COMUNIDAD, CON LA TRANSFORMACIÓN DEL TERRITORIO PROPORCIONANDO CALIDAD DE VIDA"
16/09/2017,80,BARRIO NARANJITOS,Calle 38 Sur # 85 A 17,NO,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,Con el acueducto del barrio,NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Fortalecer la Convivencia",,,,"Convoatorias con el INDER, se debe de ir a la UVA"," las actividades se hacen con el INDER, pero no hay espacios, Y LA COMUNIDAD en la calle",,,,,,14,No,No aplica,ABRIL DEL 2016,NO HAY,NO LO PRESENTÓ EL TESORERO,24/04/2071,,,Sí,Sí,No,Sí,No Empalme,,,,,,,,,Sí,Facilitan certificaciones de  residencia en el territorio
08/09/2017,07,BARRIO NUEVA VILLA DE LA IGUANÁ,calle 59 n° 65-75,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, actividades formativas en convenio",NO,Sí,Sí,"Mujeres, Hombres, LGTBI, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",,,,arreglo de la cancha,,limpieza de quebrada,,,,,13,Sí,3,no se aportó,no se presentó el tesorero,el libro reposa en las secretaría de Participación,,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"cultura frente al manejo de las basuras, apoyos solidarios"
16/08/2017,60,BARRIO NUEVO VEREDA L. LOMA,Calle 52 N° 140 90,NO,Malo,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, semilleros, actividades recreativas",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Victimas del conflicto",SI,Sí,NO,formulación y gestión de proyectos,NO,No,"Mejorar la Infraestructura, Mejorar el acceso a los derechos, Fortalecer la Convivencia",,,,,Semilleros,,Mesa de trabajo la Loma,,Infraestructura,"La sede comunal hay que derrumbarla porque esta agrietada y se puede derrumbar, la junta esta gestionando recursos para reconstruirla",14,Sí,3,17/07/2017,,22/04/2017,30/07/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,NO,SI,SI,SI,SI,Sí,"Participando en actividades que lleven a restablecer la confianza de la comunidad en el territorio, como las mesas de trabajo y actividades conjuntas con otras organizaciones para restablecer la paz en el sector."
29/08/2017,09,BARRIO OCHO DE MARZO,CL 47 #1B - 69,SI,Regular,Regular,No especifica,No especifica,Bueno,No especifica,No especifica,"CAMPAÑAS DE CONCENTRACIÓN DEL MEDIO AMBIENTE Y PROMOCIÓN PARA LA SANA CONVIVENCIA, EVENTOS DE RECONOCIMIENTO A LA MUJER, CELEBRACIÓN DE FIESTA DEL BARRIO. ",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",NO,No,SI,4,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.",BRIGADAS DE SALUD ,CENSO DE DESESCOLARIZACIÓN ,,,SALIDAS RECREATIVAS ,"BRIGADAS DE MEDIO AMBIENTE, FERIAS AMBIENTALES ",,,,,16,Sí,5,28/04/2016,,15/08/2017,,,,No,No,No,Sí,Empalme Parcial,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"POR MEDIO DE LAS COMPAÑAS AMBIENTALES, ESPACIOS SALUDABLES, PROTEGER EL MEDIO AMBIENTE, TAMBIÉN A TRAVÉS DEL DEPORTE BUSCAMOS FORTALECER LAS HABILIDADES SOCIALES Y LA UTILIZACIÓN DEL TIEMPO LIBRE. "
12/09/2017,07,BARRIO OLAYA HERRERA NO. 2,cra 101 a 55-09,SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"recuperacion de vias, integración con la parroquia, dinamizar ejecución de pp",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Población en Situación de Discapacidad",NO,No,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar el acceso a los derechos",,,,,,,,,,,15,No,No aplica,24/04/2016,no hay fecha,no hay registro,24/04/2016,,,Sí,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide en la gestión de soluciones, aunque en este sentido la presidenta actua sóla"
07/09/2017,03,BARRIO ORIENTE SECTOR BRISAS DEL JARDIN,Cra 31AA 82-53,SI,Bueno,No especifica,No especifica,No especifica,No especifica,UVA La Armonía,Bueno,"Gestión en temas de recreación, salud, educación y obras públicas",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Victimas del conflicto",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud,Semilleros para los niños,Grupo de la tercera edad,"Tennis de Mesa, Natación",Recreo Comuna y Recreando,Sensibilización en recolección de basuras,,,,,15,Sí,5,15/04/2017,06/09/2017,31/07/2017,12/08/2017,,,Sí,Sí,Sí,Sí,Empalme Parcial,SI,NO,SI,NO,NO,SI,NO,NO,Sí,"Incide positivamente con gestiones, eventos y labores sociales"
30/09/2017,04,BARRIO PALERMO,carrera 53 # 91 - 48,SI,Regular,Bueno,No especifica,No especifica,Bueno,No especifica,No especifica,"estrategias de participación, talleres formativos,",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","salud visual,ortodonsia, prevencion del dengue,",formación con el sena.,prestamo del espacio.,inder,inder,campañas de aseo.,,,,,12,Sí,4,04 abril de 2017,16 agosto de 2017,29 septiembre de 2017,16/07/2017,bancos,22 junio de 2017,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,NO,SI,SI,SI,SI,SI,Sí,acercando los ciudadanos a los diferentes programas participativos y de desarrollo ofrecen la alcaldiay generando confianza y credibilidad en los territorios.
25/09/2017,80,BARRIO PALO BLANCO,Cra 85 Nro  44 Sur  - 34   Int 102 ,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestión Acueducto Comunitario, Gestión ante otros entes especialmente Secretaria del Municipio.Asamblea de la JAC",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales","Vacunación en General, en especial para niños","Becas de Educación superior para los jóvenes,","Tamizaje Visual, ",,"Apoyo a los recreandos, salida familiar.",Tenencia responsable de mascotas,,,"INFRAESTRUCTURA,",Construcción de Andenes,15,Sí,4,Abril del 2016,"NO HAY,","NO HAY,",,NO HAY,,Sí,No,No,Sí,No Empalme,,,,,,,,,Sí,"En el manejo del acueducto barrial, Informar a la comunidad de las oportunidades u opciones que se reciben, y el acceso a beneficios como subsidios."
04/10/2017,01,BARRIO POPULAR N° 2,Calle 118 # 43B 51,SI,Bueno,Bueno,No especifica,No especifica,Bueno,No especifica,No especifica,Encuentros sectoriales y sociales,NO,No,No,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",NO,No,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Fortalecer la Convivencia",Capacitaciones en temas de salud,Foros para la construcción de propuestas,,Aerobicos,,,,Creación del grupo de Hip-hop,,,5,Sí,3,No los presentan,No los presentan,No los presentan,,,,Sí,No,No,Sí,Empalme Parcial,NO,NO,SI,NO,SI,SI,NO,NO,Sí,Mejorando las condiciones de vida para la comunidad
25/08/2017,01,BARRIO POPULAR NO 2 PARTE ALTA,Sede comunal,SI,Bueno,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,Torneos barriales - Navidad Comunitaria - Salidas pedagógicas - Obras de infraestructura - Convites,NO,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",NO,No,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud,Talleres de alfabetización,Convocan a toda la comunidad a participar,Tornes de futbol,Semilleros,convites para limpiezas ,,Murales ,,,15,Sí,4,no tiene fecha el ultimo registro que realizaron en el libro,,,,,,Sí,No,No,No,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Mejorando la infraestructura - Con participación e inclusión de la comunidad - Solucionando problemáticas barriales- impulsando el deporte
13/09/2017,10,BARRIO PRADO,Carrera 50A  62-33,SI,Bueno,Bueno,No especifica,Bueno,Bueno,No especifica,No especifica,"Tertulias, asambleas con la comunidad, Consultorio con Planeación, Actividades varias en la sede social (bazares, capacitaciones, manualidades)",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,5,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Jornadas de salud,Talleres,,,"Actividades de la familia, novenas navideñas, día del niño","Manejo de basuras, siembras y podas",Actividades en la sede,Talleres de la tercera edad,,,13,Sí,3,26/07/2017,09/02/2014,31/08/2017,06/09/2017,Caja menor,05/09/2017,Sí,Sí,Sí,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Procurando que se dé cumplimiento al acuerdo sobre el uso del suelo, apoyo en temas de seguridad, atención a requerimientos de la organización"
31/08/2017,07,BARRIO ROBLEDO PALENQUE,cl 6888-32,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"capacitaciones, campañas,seguimiento a ejecuciones",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,1,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales","protesis, jornada visual",,,"gimnasia, festivales",,manejo residuos sólidos,,,,,13,No,No aplica,pendiente fallo asoocmunal,pendiente ajuste,julio 2017,31/07/2017,,,No,Sí,No,Sí,Empalme Parcial,NO,,NO,SI,SI,SI,SI,SI,Sí,"propicia el mejoramiento de vida de los habitantes, posibilitar un espacio para eventos, encuentros familiares, apoyar a los jóvenes estudiantes"
24/08/2017,03,BARRIO SAN BLAS,CL 89A 36B 20,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Combites, recolección de fondos y prestar espacios para eventos de la comuna.",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Fortalecer la Convivencia","Brigadas de salud, gestión en citas médicas, prótesis, ortodoncia y Optometría.",Información y talleres.,Grupo de la tercera edad para recreación y deporte.,"Torneos de tenis, porrimo, ajedrez, microfutbol y Natación.",Cuadra recreativa.,Limpieza y reforma.,,,,,14,Sí,4,25/04/2016,20/04/2017,11/08/2017,13/07/2017,,,Sí,Sí,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,En el desarrollo e integración de la comunidad.
23/09/2017,07,BARRIO SAN GERMÁN,cra 74b 65-215,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"encuestas de grupos poblacionales, actividades culturales, apoyo actividades deportivas",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Indigenas",SI,Sí,SI,1,SI,No,Mejorar la Infraestructura,,,,equipo de pre pony futbol,actividades lúdicas,,,noches de cine,,,12,Sí,4,11/03/2017,sin fecha,25/08/2017,21/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,NO,SI,SI,Sí,gestionado y tramtando ante las organizaciones soluciones básicas
22/09/2014,04,BARRIO SAN NICOLAS,carrera 48 # 96 - 53,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"semilleros,recreando,club de vida,escuela de futbol.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",campañas de salud,actividades formativas.,actividades de club de vida.,escuelas de fútbol.,recreando.,campañas de medio ambientales.,,,,,14,Sí,4,12 agosto de 2017,13 de julio de 2017,17 agosto de 2017,17/05/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,mejorando las condiciones sociales de sus habitantes y la infraestructura barrial.
22/08/2017,01,BARRIO SAN PABLO,Sede JAC,SI,Bueno,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,Con el día Blanco - Realización de Asambleas - Jornadas de limpieza - Pintura de fachadas - Clubes de vida,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,No,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud,Alfabetización,Convocatoria a todos los sectores,Torneos deportivos,Tomas recreativas,Recolección de basuras,Con todas las actividades se promueve la paz en el territorio,Encuentro de grupos artisticos,,,14,Sí,4,09/11/2016,,,21/07/2017,,,Sí,Sí,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Creando confianza en la comunidad en los procesos de la JAC y ademas realizando trabajo socila
14/11/2017,02,BARRIO SANTA CRUZ PARTE BAJA,CARRERA 51 A  No. 100 A-55,SI,No especifica,Bueno,Malo,Bueno,No especifica,No especifica,No especifica,"TRABAJO CON LA POBLACIÓN VULNERABLE, NIÑOS, ADULTOS, MADRES CABEZA DE FAMILIA, MEDIO AMBIENTE",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",ENTREGA DE GAFAS CON RECURSOS PROPIOS ,"ENTREGA DE 150 KITS ESCOLARES CON RECURSOS PROPIOS, CAPACITACIÓN EN EL TELECENTRO","TRABAJO CON POBLACIÓN DIFERENTE, TORNEO ADULTO MAYOR",TORNEOS DEPORTIVOS,CELEBRACIÓN DIA DEL NIÑO,"SIEMBRE Y RECUPERACIÓN DE ZONAS VERDES, LIMPIEZA CAÑO SANTA CRUZ",,EVENTOS CULTURALES CON LA COMUNIDAD,,,17,Sí,6,30 DE JUNIO DE 2017,30 DE SEPTIEMBRE DE 2017,30 DE JULIO DE 2017,24/06/2017,,,Sí,Sí,No,Sí,Empalme Total,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"MANTENIENDO LOS PROGRAMAS, PERMANENCIA Y ASISTENCIA CON LAS POBLACIONES OBJETIVAS, TRANSFORMANDO EL TERRITORIO, MEJORANDO LA CALIDAD DE VIDA"
11/09/2017,03,BARRIO SANTA INÉS,Calle 79 A  40-10,SI,Bueno,Bueno,No especifica,No especifica,No especifica,UVA La Alegría ,Bueno,"Gestiones en temas educativos, deportivos, recreativos y sociales",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia",Brigadas de Salud ,Técnicas  en Recursos Humanos y de Operación Eventos ,Grupo de la Tercera Edad y Deporte sin Limites ,"Torneos Futbol, ajedrez, tenis de mesa, futbol de salon y Tekondo ",Recreo Comuna y Recreo Cuadra,Recolección de Basuras ,,Artistas,,,15,Sí,5,Agosto 2017,Septiembre 2017,Julio 2016,29/08/2017,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide de manera educativa, deportiva, medio ambiente  entre otras, incluyendo a toda  la comunidad  de manera comprometida "
06/09/2017,07,BARRIO SANTA MARGARITA,calle 62 # 106-44,SI,Bueno,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,elecciones de presupuesto participativo,SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",divulgacion y acompañamiento,,,,,,,,,,14,Sí,4,en tramite de depuracion,no registra,30/08/2017,30/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,hay un reconocimiento comunitario en la organización
